Title,Company,Location,Date Posted,Link,Short Description,Sub Classification,Classification,Work Arrangement,Job Type,Cluster
Senior Systems Engineer - RAN OSS,Optus,Macquarie Park,Listed four days ago,https://www.seek.com.au/job/90602528?type=standard&ref=search-standalone&origin=jobCard#sol=4c552f0a029376858cad2693c32be52cc00e12d1,"The SSE is accountable for solution customisation, software development, configuration, and enhancement of RAN OSS Systems",Engineering - Network,(Information & Communication Technology),(Hybrid),This is a Full time job,1
Software Engineer II,Microsoft,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90068888?type=standard&ref=search-standalone&origin=jobCard#sol=a78578147767e1bc4d028aeb9f2158c0a7ac0c44,Microsoft’s mission is to empower every person and every organization on the planet to achieve more.,Engineering - Software,(Information & Communication Technology),,This is a Full time job,3
Senior Systems Engineer - Service Management,Optus,Macquarie Park,Listed four days ago,https://www.seek.com.au/job/90602716?type=standard&ref=search-standalone&origin=jobCard#sol=2d98fbff348d8668ae1af1248b94646de3fab166,"The SSE is accountable for software development, configuration, and enhancement of OSS Service Management and Enterprise Integration Systems",Engineering - Network,(Information & Communication Technology),(Hybrid),This is a Full time job,1
Software Developer – SENIOR Developer - Microsoft Dynamics & Power Platform,Calandra Group,Balmain,Listed twenty five days ago,https://www.seek.com.au/job/90156364?type=standard&ref=search-standalone&origin=jobCard#sol=2de9ef52d0ab70a1fb36a409155f4a92b6f45dc0,"Senior on-site software developer owning design to delivery across Microsoft Dynamics, Power Platform, .NET and Azure.",Developers/Programmers,(Information & Communication Technology),,This is a Full time job,4
Applications & Solutions Developer,Fairfield City Council,Wakeley,Listed one day ago,https://www.seek.com.au/job/90641930?type=standard&ref=search-standalone&origin=jobCard#sol=d7beb28355d9975ebd6fbfde41bda384d3efa2ee,"We're hiring 2x Applications & Solutions Developers to build and enhance Council systems through expert integration, coding and problem‑solving.",Government - Local,(Government & Defence),(Hybrid),This is a Full time job,0
Senior Data / ML Engineer,Pathway Search,Sydney NSW,Listed nineteen days ago,https://www.seek.com.au/job/90270464?type=standard&ref=search-standalone&origin=jobCard#sol=3a33a291f530bdbac052200ceaf432e7c74ed2b3,Senior Data & ML Platform Engineer to own a production Databricks lakehouse powering AI-driven products at scale.,Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Senior AI Engineer,Talenza,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90327887?type=standard&ref=search-standalone&origin=jobCard#sol=9d8e4cb6f36690e2a55c59af76cceed1a563737d,Senior AI Engineer - FS - Sydney - AI - RAG - $170k + Super,Other,(Information & Communication Technology),,This is a Full time job,0
"Embedded / Firmware Software Engineer - C++, .Net, C#, Linux Exp - PERM",Northbridge Recruitment,Parramatta,Listed ten days ago,https://www.seek.com.au/job/90454263?type=standard&ref=search-standalone&origin=jobCard#sol=c0ea71b4302581a81eafc094c1cbd098f758993f,"Develop, maintain, and debug firmware/embedded software running on Linux (Yocto, kernel drivers). Exp in C++, .Net, C#, Emdbedded OR Firmware Dev Exp",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,4
"Dynamics 365 Software Engineer, Developer, Architect",Velrada,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90210969?type=standard&ref=search-standalone&origin=jobCard#sol=bad87987dc81a12d7f4b90a473c82846289d0ba9,-,Consultants,(Information & Communication Technology),(Hybrid),This is a Full time job,4
Data & AI Engineer,Charterhouse,Sydney NSW,Listed eighteen days ago,https://www.seek.com.au/job/90316402?type=standard&ref=search-standalone&origin=jobCard#sol=15ddba41351af85179224aa64111f8788ac21508,"We’re partnering with a high-growth, technology-led financial services organisation building a modern Data & AI Platform.",Other,(Information & Communication Technology),,This is a Full time job,2
"Software Engineer, Google Photos",Google,Sydney NSW,Listed more than thirty days ago,https://www.seek.com.au/job/89988250?type=standard&ref=search-standalone&origin=jobCard#sol=d35c0cf2bea2d8052cdd62f15648841aa51fed1d,Join the Google Photos team - empowering users with cutting-edge AI and machine learning technologies. Grow your skills at a global tech leader.,Developers/Programmers,(Information & Communication Technology),,This is a Full time job,4
Senior AI Engineer,Emanate Technology Pty Ltd,Sydney NSW,Listed twenty four days ago,https://www.seek.com.au/job/90172961?type=standard&ref=search-standalone&origin=jobCard#sol=195a19761d4b7fd0b9e903f2967063b325c739ed,"Experience designing and building AI-driven applications
LLM lifecycle in production environments
Architect and build foundational AI capabilities",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,0
Senior SRE (Platform & Infratstructure),Woolworths Group,Surry Hills,Listed twenty seven days ago,https://www.seek.com.au/job/90089414?type=standard&ref=search-standalone&origin=jobCard#sol=70a3375a770c13d34ff85bf7b259e1ce806c21fe,8-10 yrs  experience working in the trenches of Cloud-Native environments with an SRE mindset,Engineering - Network,(Information & Communication Technology),,This is a Full time job,0
Staff Software Engineer – Native Mobile (iOS or Android),Commonwealth Bank,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90330628?type=standard&ref=search-standalone&origin=jobCard#sol=4834000b5677421f8992f62ae3413d566d60a669,"Staff Native Mobile Engineer (iOS or Android) leading scalable, secure banking apps used by millions of Australians every day.",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,1
Senior Full Stack Developer,Winning Group,Sydney NSW,Listed twenty one days ago,https://www.seek.com.au/job/90235167?type=standard&ref=search-standalone&origin=jobCard#sol=fe76b29a6cd8a7b996dfbd931dfda3635875e6b4,"Lead scalable, data-driven systems at Winning Group. Join our R&D team building innovative web and cloud solutions for analytics and data science.",Engineering - Software,(Information & Communication Technology),,This is a Full time job,0
Senior Data Engineer,"Talent – Specialists in tech, transformation & beyond",Parramatta,Listed one day ago,https://www.seek.com.au/job/90638862?type=standard&ref=search-standalone&origin=jobCard#sol=929a477fa071b4925962daa092ecb460cf2ead52,"Talent International, a leading Australian recruitment firm, has been engaged by our long-standing client to secure a Senior Data Engineer.",Engineering - Software,(Information & Communication Technology),,This is a Full time job,2
Data Warehouse Developer (Microsoft Fabric),AAR Consulting Group P/L,Parramatta,Listed five days ago,https://www.seek.com.au/job/90571464?type=standard&ref=search-standalone&origin=jobCard#sol=518735af090519e7dfa617b1ca17ce57bac2a88d,Work on major enhancements of the data warehouse including the migration of reporting and data to the Microsoft Power BI platform,Developers/Programmers,(Information & Communication Technology),(Hybrid),,2
Software Developer Engineer in Test (Mobile),TalentWeb Consulting,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90498382?type=standard&ref=search-standalone&origin=jobCard#sol=8e5fa2300209ce0fc30a3ee6903a406eaf8b2341,Seeking a highly experienced Software Developer Engineer in Test (SDET) with strong mobile expertise on an initial 6 month contract.,Testing & Quality Assurance,(Information & Communication Technology),(Hybrid),,4
Principal Software Engineer,Scape Australia Management,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90084493?type=standard&ref=search-standalone&origin=jobCard#sol=3cc78b200d8483cc936240c54b6244c764fb68a0,Principal Software Engineer building in-house digital platforms that shape how the next generation lives and connects.,Engineering - Software,(Information & Communication Technology),,This is a Full time job,1
AI Solutions Engineer,oOh!,North Sydney,Listed twenty seven days ago,https://www.seek.com.au/job/90113754?type=standard&ref=search-standalone&origin=jobCard#sol=743597225dde563e080aa3a8a67fe2f7c9d95763,AI Solutions Engineer is needed to join our team at oOH! media.,Engineering - Software,(Information & Communication Technology),,This is a Full time job,0
Developer Programmer – Data Governance & Analytics,Agile Analytics,North Sydney,Listed twenty five days ago,https://www.seek.com.au/job/90155313?type=standard&ref=search-standalone&origin=jobCard#sol=e96f7af3440efae4f5d96f18b951058f3fced6ac,"High-growth Microsoft Data & AI partner delivering enterprise Azure, Fabric & OpenAI solutions—top 1% globally and a Certified Great Place to Work.",Developers/Programmers,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Data Engineer - Azure,FourQuarters Recruitment,Sydney NSW,Listed thirteen days ago,https://www.seek.com.au/job/90396755?type=standard&ref=search-standalone&origin=jobCard#sol=d68e3f957cac00a9bcb8c6552deccf0cd1ef0592,"Azure Data Engineer contractor needed to work on a variety of data projects within a fast-paced, enterprise organisation.",Other,(Information & Communication Technology),(Hybrid),,2
Senior Software Engineer (Sensor Fusion) x 2,TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201621?type=standard&ref=search-standalone&origin=jobCard#sol=14b08639e4cec9b30da4423c13ff25d51b6b9e90,Build high-performance tools powering real-world sensor systems,Developers/Programmers,(Information & Communication Technology),(Hybrid),This is a Full time job,4
Senior Data Engineer,Elula,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90513368?type=standard&ref=search-standalone&origin=jobCard#sol=fd758b79c5474f36d79947cb70aae28d379bf74e,"Are you a Senior Data Engineer looking to join a fast-paced AI company, with the latest technologies and opportunities for development.",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Application Security Engineer,Talenza,Sydney NSW,Listed fourteen days ago,https://www.seek.com.au/job/90359125?type=standard&ref=search-standalone&origin=jobCard#sol=31c8234b028751fe9091f619bd4cc4816eb8f601,"Application Security Engineer role with a cutting-edge tech firm to secure complex products across cloud, apps and embedded systems.",Security,(Information & Communication Technology),(Hybrid),This is a Full time job,4
Full Stack Engineer,FinXL IT Professional Services,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90324780?type=standard&ref=search-standalone&origin=jobCard#sol=73f02a403afb5d0dfabc2bcbc03019bee2981f90,"Tech: Node, Python, React/Angular, Restful APIs, AWS, Java preferred, AI tools, Sydney CBD & WFH",Developers/Programmers,(Information & Communication Technology),(Hybrid),,0
AI Engineer,CHARTERED ACCOUNTANTS AUSTRALIA AND NEW ZEALAND,Sydney NSW,Listed twenty five days ago,https://www.seek.com.au/job/90153109?type=standard&ref=search-standalone&origin=jobCard#sol=93cf92e37b0ac349e47b3a8d84dbbbd6ae5fec4f,Join our Product Management team as an AI Engineer to build impactful AI/ML solutions and shape our technological future.,Engineering - Software,(Information & Communication Technology),,This is a Full time job,0
Software Engineering II,Microsoft,Sydney NSW,Listed twenty five days ago,https://www.seek.com.au/job/90149772?type=standard&ref=search-standalone&origin=jobCard#sol=c90cbeb4ca1c9202c556a1ab1cada39bbc6f2019,Microsoft’s mission is to empower every person and every organization on the planet to achieve more.,Engineering - Software,(Information & Communication Technology),,This is a Full time job,3
Software Engineer - M365,Australian Prudential Regulation Authority,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90434416?type=standard&ref=search-standalone&origin=jobCard#sol=452afa4e44db8e5427704209ccd6b4eff61271a4,"Design, develop and support modern digital solutions with a strong focus on Microsoft 365, Power Platform, Dynamics 365 and Azure‑based services.",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Back-End Application Developer,NSW Department of Customer Service,Parramatta,Listed twelve days ago,https://www.seek.com.au/job/90420453?type=standard&ref=search-standalone&origin=jobCard#sol=fa86776a943d9b5cee4d488c2f531d1831c0bef6,"Back-End Application Developer

Lead the Data Revolution at DCS: Where Analytics Meets Real-World Impact !",Developers/Programmers,(Information & Communication Technology),(Hybrid),This is a Full time job,0
Senior Data Scientist,The Recruitment Company,Sydney NSW,Listed nine days ago,https://www.seek.com.au/job/90481658?type=standard&ref=search-standalone&origin=jobCard#sol=2eb2ba69b1ed849e591367e1ffc57647b1aebcdb,"Drive customer retention and business impact in a Senior Data Scientist role (Finance) with cutting-edge ML, Generative AI, and a talented team.",Developers/Programmers,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Integration Engineer (Embedded Systems),TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201627?type=standard&ref=search-standalone&origin=jobCard#sol=935f6f8d06bdbce34c6372aa83e6afa523bd069f,Join a high-performance engineering organisation developing advanced sensor and embedded platforms,Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,4
Machine Learning Engineer,Hydrogen Group Pty Ltd,Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90251361?type=standard&ref=search-standalone&origin=jobCard#sol=17d33f6a4f67aba3252fcce629de012fb5302bd1,"Machine Learning Engineer to build ML models, data pipelines & AI solutions on cloud platforms; collaborate across teams; grow your data skills.",Other,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Digital Data Engineer,Greenstone Financial Services,Norwest,Listed twenty five days ago,https://www.seek.com.au/job/90144826?type=standard&ref=search-standalone&origin=jobCard#sol=3c72a26e6de26de6a4ccc368224afd9dcce03170,"Work with our Data Architecture and Engineering teams, to ensure our data pipelines and reporting assets are reliable, accurate, and best peforming.",Business/Systems Analysts,(Information & Communication Technology),,This is a Full time job,2
"AI Engineer, Software",Correlate Resources,Sydney NSW,Listed seven days ago,https://www.seek.com.au/job/90514613?type=standard&ref=search-standalone&origin=jobCard#sol=1d943b18399802a7282f3d36fe90a8409bfda463,"AI Engineer with a Software Engineering or platform Data Engineering background to build scalable, production grade LLM solutions in Azure.",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,0
"Software Engineer (Sydney, Adelaide, Canberra, Brisbane, Perth & Melbourne)",Ariston Partners Australia Pty Ltd,Sydney NSW,Listed eighteen days ago,https://www.seek.com.au/job/90306054?type=standard&ref=search-standalone&origin=jobCard#sol=4a0b6cf087fc9df051b0c16df2558310df0559a9,"Our client, a leading Company is looking for a Software Engineer to work with cutting-edge technologies leading to a large Transformation Programme",Engineering - Software,(Information & Communication Technology),,This is a Full time job,4
Data Engineer,BizCover,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90207425?type=standard&ref=search-standalone&origin=jobCard#sol=5cda551ff0cc3cae863e741612d2366d4c1e64b9,"BizCover is seeking a Data Engineer to build, manage, and optimize our data systems, making information work smarter for our teams.",Other,(Engineering),(Hybrid),This is a Full time job,2
Senior Software Engineer,TPG Telecom,Barangaroo,Listed nineteen days ago,https://www.seek.com.au/job/90271950?type=standard&ref=search-standalone&origin=jobCard#sol=ee5c24b1d160f2c4c9e6f93d7ae35a89838b0ea2,"An opportunity to play a vital role in driving architectural direction, standards, and delivery outcomes across OSS and automation platforms.",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,1
Senior Software Developer,CSIRO,Sydney NSW,Listed thirteen days ago,https://www.seek.com.au/job/90398390?type=standard&ref=search-standalone&origin=jobCard#sol=a419a3c8ad94eafc7620c141e707d4f733d57d93,"Be responsible for designing, building, and maintaining new software products, as well as supporting and enhancing existing systems.",Engineering - Software,(Information & Communication Technology),,This is a Full time job,1
Senior .NET Developer (.Net and React),Enterprise IT Resources Pty Ltd,Sydney NSW,Listed twenty six days ago,https://www.seek.com.au/job/90125343?type=standard&ref=search-standalone&origin=jobCard#sol=74418c59ab2696e86b58865dc7f9a4b7424d67e2,"Join our client’s team as a Senior .NET Developer, shaping cutting-edge software solutions in Sydney’s vibrant CBD.",Developers/Programmers,(Information & Communication Technology),,,4
Data Engineer,Charterhouse,Sydney NSW,Listed eighteen days ago,https://www.seek.com.au/job/90316562?type=standard&ref=search-standalone&origin=jobCard#sol=80a609c562b63e7b761164d8c564d944eaf3132b,"We’re working with a high-growth, technology-led financial services organisation building a modern Data & AI Platform.",Other,(Information & Communication Technology),(Hybrid),This is a Full time job,2
"Data Engineer - Databricks, Python, SQL, Azure - Up to $190K Package",,North Sydney,Listed more than one day ago,https://www.seek.com.au/job/90085406?type=standard&ref=search-standalone&origin=jobCard#sol=4f49f6f3adde2f97e3b6f8ff909270d736d3398e,"ASX 200 business seeking Data Engineer to design ETL/ELT pipelines & integrate with SAP systems, with 5+ years' experience in Databricks, Python & SQ",Developers/Programmers,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Software Engineer,Enrich IT Services Pty Ltd,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90452454?type=standard&ref=search-standalone&origin=jobCard#sol=6b84a374182581e6a1dc3c0e3b9c483801b00776,Software Engineer,Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,4
Analyst Intelligent Automation,Department of Education,Parramatta,Listed twelve days ago,https://www.seek.com.au/job/90423792?type=standard&ref=search-standalone&origin=jobCard#sol=b3624f46aa6efcd3b9be0427c7079ecbaee235a5,"Proven experience in process automation, delivering end-to-end low-code automation solutions",Business/Systems Analysts,(Information & Communication Technology),(Hybrid),This is a Full time job,1
Implementation Consultant,The Onset,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90204031?type=standard&ref=search-standalone&origin=jobCard#sol=a2749ea171d23491172b0527d842a14ea8207772,"Solve technology & business in a fast-growing Fintech Scaleup. Hands-on coding, problem-solving & direct client impact.",Business/Systems Analysts,(Information & Communication Technology),(Hybrid),This is a Full time job,2
Senior Data Engineer - 12 Month Max Term Contract,The Hollard Insurance Company,North Sydney,Listed twenty five days ago,https://www.seek.com.au/job/90170854?type=standard&ref=search-standalone&origin=jobCard#sol=f5a76ae8f476f14b3812d65879cb3f96232d1ecb,Exciting opportunity for experienced Senior Data Engineers to contribute to the delivery of a modern Azure Data Platform within a high-performing team,Developers/Programmers,(Information & Communication Technology),(Hybrid),,2
Machine Learning Engineer,Preacta Recruitment,Sydney NSW,Listed more than one day ago,https://www.seek.com.au/job/90058349?type=standard&ref=search-standalone&origin=jobCard#sol=0360e54a94fbe2a1ff5e632c6390c57941951b57,"Want to build production-grade AI that operates on real-world signal data, not lab experiments?",Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,0
Data Engineer,Hearing Australia,Macquarie Park,Listed twelve days ago,https://www.seek.com.au/job/90408459?type=standard&ref=search-standalone&origin=jobCard#sol=605e36cdc3b90e1ebd4d15f72e670d8d4efd075c,Create an impact and grow your career in the leading hearing health industry,Other,(Healthcare & Medical),(Hybrid),This is a Full time job,2
Embedded Software Engineer,TheDriveGroup,Sydney NSW,Listed twenty two days ago,https://www.seek.com.au/job/90201622?type=standard&ref=search-standalone&origin=jobCard#sol=00efa40e9c0ef51366c608f744533d47371e4aca,Drive innovation in sensor technologies through high-performance software,Developers/Programmers,(Information & Communication Technology),(Hybrid),This is a Full time job,4
AI Engineer,Tenth Revolution Group,Sydney NSW,Listed seventeen days ago,https://www.seek.com.au/job/90331435?type=standard&ref=search-standalone&origin=jobCard#sol=901a5114a6656f5576c86dadf0059b6361442d26,"AI Engineer delivering enterprise-grade Generative AI solutions across LLM, RAG and full-stack AI platforms.",Engineering - Software,(Information & Communication Technology),,,0
AI/ML Software Engineer (Full-Stack),LEAP,Sydney NSW,Listed eight days ago,https://www.seek.com.au/job/90488821?type=standard&ref=search-standalone&origin=jobCard#sol=447fe0336d37ab3d608cdb00f16c3519de66b057,Own and scale the intelligence layer behind LEAP’s AI Helpdesk - foundational AI Project with business wide impact,Other,(Information & Communication Technology),(Hybrid),This is a Full time job,0
Data Analytics Engineer,DataMesh,Sydney NSW,Listed six days ago,https://www.seek.com.au/job/90546157?type=standard&ref=search-standalone&origin=jobCard#sol=4be22e5680a75fcd3d110595abc6377e172c49e6,Join us as a Data Analytics Engineer and take ownership of our end-to-end data ecosystem -transforming complex data into powerful insights that drive,Analysis & Reporting,(Banking & Financial Services),(Hybrid),This is a Full time job,2
AI Engineer,BrightSpark Recruitment,Sydney NSW,Listed twenty days ago,https://www.seek.com.au/job/90238716?type=standard&ref=search-standalone&origin=jobCard#sol=31c1ff3f09eed4167b8cff410e4129b41f6a549e,Exciting opportunity for an experienced Software Engineer with solid AI engineering experience to join a growing SaaS business with global presence,Engineering - Software,(Information & Communication Technology),(Hybrid),This is a Full time job,0
Analyst Programmer - 6 months,Genesis IT Recruitment,Sydney NSW,Listed eleven days ago,https://www.seek.com.au/job/90451459?type=standard&ref=search-standalone&origin=jobCard#sol=f373fe9054b9cddbd559ebb853501d9c153da48a,Seeking Analyst Programmer supporting delivery of a Case Management Service (CMS) platform solution using Microsoft Fabric and Power BI - APPLY NOW,Developers/Programmers,(Information & Communication Technology),(Hybrid),,2
